dispatch_id,equipment_id,customer_id,dispatch_date,technician,service_type,hours_spent,labor_cost,resolution_summary,status
DISP-10170,EQ-7017,C-1103,07/01/2022,Sarah Williams,Warranty Replacement,4.3,408.5,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-10171,EQ-7415,C-1029,2024-03-16T00:00:00Z,David Lee,Emergency Repair,4.9,465.5,<p>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</p>,Cancelled
DISP-10172,EQ-6925,C-1199,07/28/2022,  James Wilson  ,Software Update,8.0,1200.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-10173,EQ-6066,C-1262,07/31/2024,   ,Emergency Repair,11.6,1740.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-10174,EQ-5510,C-1341,03-06-2024,Amanda   Thompson,Emergency Repair,4.6,437.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-10175,EQ-6141,C-1287,05/17/2023,Sarah Williams,Emergency Repair,9.6,912.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-10176,EQ-6020,C-1163,09/27/2023,Carlos Sanchez,Preventive Maintenance,9.8,1470.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-10177,EQ-5125,C-1449,2021/06/03,Robert Martinez,Software Update,4.4,660.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-10178,EQ-5527,C-1362,2022/06/30,Patricia Davis,Corrective Maintenance,6.0,$720.00,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-10179,EQ-6162,C-1020,10-08-2022,Jennifer Chen,Preventive Maintenance,3.9,585.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-10180,EQ-5476,C-1066,2023-04-16T00:00:00Z,Jennifer Chen,Installation,5.8,435.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-10181,EQ-6529,C-1320,2022-04-02,Maria Garcia,Corrective Maintenance,7.1,1065.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-10182,EQ-5829,C-1394,08/26/2022,Carlos Sanchez,Installation,1.2,90.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-10183,EQ-6889,C-1364,2022-07-21,Sarah Williams,Warranty Replacement,3.8,570.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-10184,EQ-6524,C-1046,2022/04/03,Maria Garcia,Installation,3.0,450.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-10185,EQ-6954,C-1442,2022/08/18,Amanda Thompson,Diagnostic,11.8,1770.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-10186,EQ-7476,C-1163,08-13-2021,Maria Garcia  ,Emergency Repair,10.8,1296.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-10187,EQ-6733,C-1344,04-07-2022,Patricia Davis  ,Emergency Repair,10.1,1515.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-10188,EQ-7359,C-1463,2023/02/22,Maria Garcia,Emergency Repair,9.7,727.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-10189,EQ-7098,C-1266,2022-01-03T00:00:00Z,   Lisa Rodriguez,Warranty Replacement,3.2,240.0,<strong>Replaced faulty thermal sensor and verified system bus voltage.</strong>,Cancelled
DISP-10190,EQ-5863,C-1375,2021-07-18T00:00:00Z,Mike Johnson,Diagnostic,7.3,876.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-10191,EQ-5739,C-1420,12/19/2021,Maria Garcia,Installation,3.4,323.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-10192,EQ-6072,C-1499,09-20-2021,Mike Johnson,Warranty Replacement,11.9,892.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-10193,EQ-5202,C-1412,2021/12/14,   Sarah Williams,Software Update,8.4,1008.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-10194,EQ-5489,C-1341,04-11-2022,David Lee,Emergency Repair,7.7,1155.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-10195,EQ-5313,C-1018,2022-07-10T00:00:00Z,Sarah Williams,Diagnostic,9.5,USD 1425.00,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-10196,EQ-5932,C-1446,10-07-2023,   David Lee,Emergency Repair,7.5,900.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-10197,EQ-6602,C-1161,2022/09/19,  Jennifer Chen  ,Diagnostic,10.1,959.5,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-10198,EQ-5412,C-1294,2022-05-19T00:00:00Z,Jennifer Chen,Warranty Replacement,4.6,552.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-10199,EQ-99320,C-99123,2023-04-26T00:00:00Z,Amanda Thompson,Software Update,9.5,1140.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-10200,EQ-6131,C-1355,2022/04/18,Jennifer Chen,Software Update,6.3,598.5,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-10201,EQ-5864,C-1257,2022/03/29,David Lee,Corrective Maintenance,2.2,209.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-10202,EQ-6164,C-1465,07-06-2023,Mike Johnson,Preventive Maintenance,3.5,420.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-10203,EQ-6095,C-1203,04/23/2022,,Software Update,8.9,1335.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-10204,EQ-5560,C-1125,04/03/2024,Amanda Thompson  ,Emergency Repair,0.7,52.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-10205,EQ-7241,C-1048,2023-12-30,Lisa Rodriguez,Installation,1.5,142.5,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-10206,EQ-5320,C-1190,11/26/2023,Amanda Thompson,Diagnostic,10.3,1545.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-10207,EQ-5888,C-1038,08/03/2021,Patricia Davis,Installation,6.3,472.5,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-10208,EQ-7402,C-1225,2023-06-15,Jennifer Chen,Installation,9.6,1440.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-10209,EQ-5938,C-1034,2021-06-25T00:00:00Z,James Wilson,Emergency Repair,3.7,555.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-10210,EQ-7055,C-1125,2021-11-01T00:00:00Z,James Wilson,Emergency Repair,4.8,720.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-10211,EQ-5451,C-1113,07/14/2022,James Wilson,Emergency Repair,2.1,315.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-10212,EQ-6976,C-1465,01/03/2022,Mike Johnson,Corrective Maintenance,2.7,202.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-10213,EQ-6000,C-1048,2023-07-26T00:00:00Z,Maria Garcia,Diagnostic,3.0,285.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-10214,EQ-7086,C-1178,04/28/2024,Carlos Sanchez,Installation,1.3,97.5,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-10215,EQ-6982,C-1001,2024/04/13,   Mike Johnson,Warranty Replacement,11.8,1416.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-10216,EQ-5556,C-1336,2024-03-12T00:00:00Z,   Carlos Sanchez,Corrective Maintenance,9.5,902.5,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-10217,EQ-6455,C-1475,2021-09-04,Maria Garcia,Software Update,6.1,915.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-10218,EQ-5066,C-1086,01-24-2024,David Lee,Software Update,1.6,152.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-10219,EQ-5464,C-1112,08/10/2022,Sarah Williams,Corrective Maintenance,6.6,990.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-10220,EQ-7351,C-1519,2024-07-04,Sarah Williams,Installation,4.2,$399.00,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-10221,EQ-6346,C-1128,2024/07/08,Maria Garcia,Preventive Maintenance,270.4,20280.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-10222,EQ-5048,C-1153,2022-05-14,Robert Martinez,Corrective Maintenance,0.7,66.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-10223,EQ-6501,C-1074,03/01/2023,,Preventive Maintenance,9.2,1380.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-10224,EQ-7200,C-1154,08/14/2021,Michael Brown,Emergency Repair,1.1,82.5,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-10225,EQ-7184,C-1423,2022-01-16,,Emergency Repair,2.0,150.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-10226,EQ-5735,C-1131,12/23/2021,,Corrective Maintenance,0.8,120.0,<strong>Replaced faulty thermal sensor and verified system bus voltage.</strong>,In Progress
DISP-10227,EQ-6363,C-1481,2023/09/28,Lisa Rodriguez,Corrective Maintenance,1.1,165.0,<p>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</p>,completed
DISP-10228,EQ-5876,C-1129,2021-06-24,  Mike Johnson  ,Installation,1.7,161.5,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-10229,EQ-7253,C-1348,2023-06-13T00:00:00Z,Mike Johnson,Installation,3.1,372.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-10230,EQ-7041,C-1487,2022-04-27,Mike Johnson,Preventive Maintenance,9.3,697.5,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-10231,EQ-7394,C-1069,06-15-2021,Carlos Sanchez  ,Emergency Repair,7.3,1095.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-10232,EQ-5778,C-1435,07-13-2021,David Lee,Software Update,5.0,475.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-10233,EQ-5366,C-1319,2024/07/17,   Michael Brown,Software Update,2.4,228.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-10234,EQ-5722,C-1138,01/04/2023,Amanda Thompson,Software Update,1.5,180.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-10235,EQ-6882,C-1144,01/29/2023,Lisa Rodriguez,Warranty Replacement,0.7,52.5,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-10236,EQ-6236,C-1072,2022-03-04,Amanda Thompson,Emergency Repair,3.4,510.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-10237,EQ-5756,C-1044,2022-01-25,David Lee,Emergency Repair,3.9,292.5,<div>Performed standard preventive check. Updated firmware to v4.2.1.</div>,Pending
DISP-10238,EQ-5217,C-1360,2023/06/14,Robert Martinez,Diagnostic,11.0,825.0,<html>Replaced faulty thermal sensor and verified system bus voltage.</html>,Pending
DISP-10239,EQ-7014,C-1146,2024-03-04,Lisa Rodriguez,Diagnostic,1.6,152.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-10240,EQ-6212,C-1287,2022-06-20T00:00:00Z,Maria Garcia,Corrective Maintenance,10.2,1530.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-10241,EQ-7190,C-1273,2022/01/10,Robert Martinez,Installation,10.2,1530.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-10242,EQ-5296,C-1285,2023-07-24T00:00:00Z,Robert Martinez,Diagnostic,6.9,$828.00,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-10243,EQ-5863,C-1375,05/16/2022,James Wilson,Software Update,2.2,264.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-10244,EQ-6828,C-1077,2022-10-18T00:00:00Z,Robert Martinez,Emergency Repair,6.7,1005.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-10245,EQ-5451,C-1113,2021-08-12,Lisa Rodriguez,Corrective Maintenance,2.9,217.5,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-10246,EQ-5811,C-1053,2022/09/04,Mike Johnson,Corrective Maintenance,6.6,495.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-10247,EQ-7458,C-1275,02-07-2022,Patricia Davis,Preventive Maintenance,10.2,765.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-10248,EQ-5336,C-1482,2021/07/21,Carlos Sanchez,Warranty Replacement,11.9,1428.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-10249,EQ-5737,C-1240,07/04/2023,Carlos Sanchez,Software Update,4.1,615.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-10250,EQ-5486,C-1362,2022/09/11,Amanda Thompson,Installation,8.3,622.5,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-10251,EQ-6503,C-1154,2021-10-07T00:00:00Z,Michael Brown,Corrective Maintenance,0.7,105.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-10252,EQ-6606,C-1391,08/08/2021,Lisa Rodriguez,Installation,1.5,112.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-10253,EQ-5415,C-1335,08-15-2022,  Amanda Thompson  ,Corrective Maintenance,1.3,97.5,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-10254,EQ-6907,C-1280,2024/07/25,Robert Martinez,Software Update,1.7,204.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-10255,EQ-5300,C-1369,2023/05/06,David Lee,Preventive Maintenance,11.6,1392.0,<b>Replaced burnt fuse block. Test run completed successfully.</b>,completed
DISP-10256,EQ-5324,C-1178,2024-05-29T00:00:00Z,Lisa Rodriguez,Warranty Replacement,5.1,765.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-10257,EQ-6169,C-1410,2021-09-01T00:00:00Z,Sarah Williams,Diagnostic,4.7,352.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-10258,EQ-6548,C-1328,04/06/2024,Michael Brown,Warranty Replacement,11.4,1083.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-10259,EQ-5933,C-1510,2023-07-14T00:00:00Z,Mike Johnson,Installation,3.0,450.0,<div>Replaced faulty thermal sensor and verified system bus voltage.</div>,completed
DISP-10260,EQ-5948,C-1168,2022-07-18T00:00:00Z,James Wilson,Emergency Repair,4.0,300.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-10261,EQ-6275,C-1001,2023-01-08,Amanda Thompson,Software Update,2.6,390.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-10262,EQ-6991,C-1446,2024-02-24T00:00:00Z,Patricia Davis,Installation,6.9,828.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-10263,EQ-7323,C-1494,11/28/2021,Jennifer Chen,Software Update,5.2,494.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-10264,EQ-6722,C-1506,02-25-2023,Maria Garcia,Preventive Maintenance,5.3,636.0,<div>Replaced faulty thermal sensor and verified system bus voltage.</div>,Completed
DISP-10265,EQ-5155,C-1217,05/23/2024,James Wilson,Emergency Repair,7.5,712.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-10266,EQ-7377,C-1324,06-12-2022,Amanda Thompson,Emergency Repair,1.6,240.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-10267,EQ-6099,C-1433,05/24/2022,Mike Johnson,Software Update,4.0,$600.00,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-10268,EQ-5202,C-1412,03/17/2024,James Wilson,Preventive Maintenance,7.1,1065.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-10269,EQ-5067,C-1272,01/25/2023,Amanda Thompson,Preventive Maintenance,10.7,1016.5,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-10270,EQ-5937,C-1311,2023/12/06,James Wilson,Emergency Repair,5.4,405.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-10271,EQ-5418,C-1059,2023-04-11,Michael Brown,Preventive Maintenance,5.2,390.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-10272,EQ-6059,C-1369,09-07-2023,Patricia Davis,Corrective Maintenance,6.0,720.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-10273,EQ-5104,C-1162,2023-06-12T00:00:00Z,Maria Garcia,Corrective Maintenance,3.7,444.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-10274,EQ-5219,C-1124,01-19-2023,  David Lee  ,Warranty Replacement,10.9,1035.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-10275,EQ-7338,C-1316,2024-03-13T00:00:00Z,Michael Brown,Preventive Maintenance,11.8,1121.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-10276,EQ-5889,C-1463,11/15/2023,Patricia Davis,Software Update,2.4,288.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-10277,EQ-6778,C-1230,2021-06-20T00:00:00Z,James Wilson,Emergency Repair,4.2,315,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-10278,EQ-7004,C-1116,07/29/2022,Maria Garcia,Installation,1.4,133.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-10279,EQ-6057,C-1171,10/14/2021,   Carlos Sanchez,Diagnostic,4.7,705.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-10280,EQ-7266,C-1226,04/30/2023,Carlos Sanchez,Preventive Maintenance,4.4,528.0,<html>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</html>,Cancelled
DISP-10281,EQ-6231,C-1030,2023/11/01,   ,Installation,10.6,795.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
