equipment_id,customer_id,model,serial_number,install_date,capacity_kw,voltage,warranty_expiration,status,location_notes
EQ-7305,C-1431,X-7000,SN-X7000-79386,01/30/2023,500,480V,2025/01/29,Decommissioned,Backup unit near loading dock
EQ-6075,C-1356,X-7000,SN-X7000-53025,2022-10-03,500,480V,2025/10/02,in service,Backup unit near loading dock
EQ-6255,C-1505,X-7000,SN-X7000-28151,08/28/2021,500,480V,08-28-2022,Decommissioned,Primary power grid node
EQ-5613,C-1242,X-12000,SN-X12000-52539,11/06/2021,1500,600V,2022-11-06,Maintenance,Underground vault 4
EQ-5388,C-1508,X-5000,SN-X5000-62390,10/01/2022,250,240V,2023/10/01,IN SERVICE,Underground vault 4
EQ-5390,C-1259,X-12000,SN-X12000-38032,2021-10-31,1500,600V,2023/10/31,in service,Primary power grid node
EQ-5872,C-1499,X-3000,SN-X3000-91232,2021-10-11,100,120V,2024-10-10T00:00:00Z,IN SERVICE,<div>Substation B switchgear bay</div>
EQ-5829,C-1394,X-7000,SN-X7000-27797,2024-01-01,500,480V,12/31/2024,Maintenance,High humidity bay installation
EQ-6839,C-1124,X-3000,SN-X3000-54255,2024-03-30T00:00:00Z,100,120V,03/30/2026,in service,High humidity bay installation
EQ-5891,C-1305,X-12000,SN-X12000-10549,08/04/2022,1500,600V,2024-08-03T00:00:00Z,IN SERVICE,Primary power grid node
EQ-7245,C-1167,X-7000,SN-X7000-42443,2023-09-29,500,480V,09/28/2024,In Service,High humidity bay installation
EQ-6116,C-1328,X-12000,SN-X12000-17291,05/05/2024,1500,600V,05-05-2026,Maintenance,<div>Rooftop solar coupler</div>
EQ-6352,C-1322,X-12000,SN-X12000-30543,2021-10-18,1500,600V,10-17-2024,Decommissioned,Backup unit near loading dock
EQ-5866,C-1441,X-12000,SN-X12000-29671,05/08/2021,1500,600V,2022-05-08,In Service,<strong>High humidity bay installation</strong>
EQ-5199,C-1345,X-12000,SN-X12000-79420,10/30/2022,1500,600V,10-29-2024,Standby,High humidity bay installation
EQ-5071,C-1228,X-12000,SN-X12000-12864,01-13-2022,1500,600V,2023/01/13,Standby,Underground vault 4
EQ-6631,C-1309,X-9000,SN-X9000-11728,05/20/2022,1000,480V,2024-05-19,IN SERVICE,NULL
EQ-5869,C-1030,X-3000,SN-X3000-80657,10/05/2021,100,120V,10/04/2024,Decommissioned,Backup unit near loading dock
EQ-5619,C-1186,X-9000,SN-X9000-26926,11/06/2023,1000,480V,11/05/2026,Decommissioned,Primary power grid node
EQ-7330,C-1178,X-7000,SN-X7000-79155,2022/09/14,500,480V,2025/09/13,in service,Backup unit near loading dock
EQ-5094,C-1236,X-9000,SN-X9000-27263,02/01/2023,1000,480V,2025-01-31,in service,Underground vault 4
EQ-5509,C-1119,X-12000,SN-X12000-15076,2022-05-30,1500,600V,2023/05/30,Standby,Rooftop solar coupler
EQ-5165,C-1339,X-9000,SN-X9000-92116,2023/03/24,1000,480V,03/23/2024,Maintenance,Rooftop solar coupler
EQ-7419,C-1494,X-5000,SN-X5000-64162,04/22/2022,250,240V,04-21-2024,Maintenance,Rooftop solar coupler
EQ-5313,C-1018,X-3000,SN-X3000-24113,10-07-2023,100,120V,10/06/2024,IN SERVICE,Underground vault 4
EQ-6092,C-1292,X-9000,SN-X9000-91727,2022-10-04T00:00:00Z,1000,480V,10/03/2025,Maintenance,Backup unit near loading dock
EQ-5730,C-1056,X-9000,SN-X9000-96580,2024/04/24,1000,480V,04/24/2026,Standby,Primary power grid node
EQ-7122,C-1498,X-9000,SN-X9000-31151,05-28-2023,1000,480V,2024/05/27,in service,NULL
EQ-6731,C-1336,X-7000,SN-X7000-47321,10/10/2023,500,480V,10/09/2024,in service,Substation B switchgear bay
EQ-5129,C-1200,X-5000,SN-X5000-83394,2023/10/06,250,240V,10/05/2026,Standby,Primary power grid node
EQ-6568,C-1306,X-12000,SN-X12000-13593,04/05/2022,1500,600V,04/05/2023,IN SERVICE,Underground vault 4
EQ-5921,C-1518,X-9000,SN-X9000-63272,2021-06-01T00:00:00Z,1000,480V,06/01/2023,Decommissioned,
EQ-6188,C-1205,X-12000,SN-X12000-24888,07/01/2023,1500,600V,2026-06-30T00:00:00Z,IN SERVICE,<b>Substation B switchgear bay</b>
EQ-5031,C-1276,X-9000,SN-X9000-13875,2022-02-14T00:00:00Z,1000,480V,2025/02/13,Decommissioned,Backup unit near loading dock
EQ-6154,C-1034,X-3000,SN-X3000-99998,2023-12-14,100,120V,2025-12-13,Decommissioned,Backup unit near loading dock
EQ-5577,C-1351,X-5000,SN-X5000-84450,2021/10/29,250,240V,2022-10-29,In Service,Underground vault 4
EQ-5691,C-1406,X-7000,SN-X7000-20157,2024-06-03,500,480V,2027-06-03T00:00:00Z,in service,High humidity bay installation
EQ-6570,C-1149,X-9000,SN-X9000-30903,02/28/2024,1000,480V,02-27-2026,IN SERVICE,Underground vault 4
EQ-5429,C-1183,X-3000,SN-X3000-38902,2022-10-26T00:00:00Z,100,120V,10-25-2024,In Service,
EQ-5348,C-1391,X-3000,SN-X3000-27360,2021-06-22,100,120V,06/22/2022,IN SERVICE,Underground vault 4
EQ-6736,C-1466,X-9000,SN-X9000-30161,03/12/2022,1000,480V,03/12/2023,Decommissioned,<div>Underground vault 4</div>
EQ-5006,C-1196,X-12000,SN-X12000-84447,2022-01-11,1500,600V,2023-01-11,Standby,High humidity bay installation
EQ-5626,C-1258,X-5000,SN-X5000-50207,2023/05/08,250,240V,2024/05/07,In Service,Primary power grid node
EQ-5718,C-1100,X-7000,SN-X7000-34968,07/14/2023,500,480V,07/13/2024,Standby,Underground vault 4
EQ-6658,C-1224,X-3000,SN-X3000-46442,2021-05-19,100,120V,05-19-2022,In Service,High humidity bay installation
EQ-7262,C-1040,X-7000,SN-X7000-79701,01/23/2023,500,480V,01/22/2025,Decommissioned,Rooftop solar coupler
EQ-7422,C-1019,X-7000,SN-X7000-99589,2022-07-14T00:00:00Z,500,480V,07/13/2024,Maintenance,NULL
EQ-6882,C-1144,X-9000,SN-X9000-55260,2022-03-18T00:00:00Z,1000,480V,03/17/2024,Maintenance,Backup unit near loading dock
EQ-7442,C-1016,X-7000,SN-X7000-47617,05-02-2022,500,480V,05-01-2025,Maintenance,Rooftop solar coupler
EQ-5164,C-1101,X-7000,SN-X7000-58244,2021/05/13,500,480V,05/13/2023,in service,Backup unit near loading dock
EQ-7458,C-1275,X-5000,SN-X5000-20181,2023/11/19,250,240V,2026/11/18,Maintenance,Primary power grid node
EQ-6274,C-1435,X-7000,SN-X7000-43499,2023/04/01,500,480V,03-31-2026,Decommissioned,Primary power grid node
EQ-6810,C-1238,X-5000,SN-X5000-75378,10-04-2021,250,240V,2023/10/04,IN SERVICE,   
EQ-6030,C-1213,X-5000,SN-X5000-19604,2024-01-12T00:00:00Z,250,240V,01/11/2026,In Service,   
EQ-5444,C-1275,X-9000,SN-X9000-44722,07/09/2023,1000,480V,07/08/2026,IN SERVICE,<html>Underground vault 4</html>
EQ-7436,C-1431,X-7000,SN-X7000-14451,2021/10/03,500,480V,10/02/2024,in service,Substation B switchgear bay
EQ-5712,C-1207,X-3000,SN-X3000-15682,12-07-2023,100,120V,12/06/2025,in service,Substation B switchgear bay
EQ-5333,C-1162,X-9000,SN-X9000-39720,01-08-2024,1000,480V,01/07/2027,Maintenance,NULL
EQ-6617,C-1116,X-3000,SN-X3000-41860,2024/05/11,100,120V,05/11/2027,In Service,Rooftop solar coupler
EQ-5859,C-1379,X-7000,   ,2022/06/21,500,480V,06/21/2023,In Service,Primary power grid node
EQ-7129,C-1494,X-7000,SN-X7000-28412,2024/02/25,500,480V,02/24/2026,Decommissioned,Primary power grid node
EQ-7032,C-1293,X-12000,SN-X12000-86703,2021-11-22T00:00:00Z,1500,600V,11/21/2024,in service,Underground vault 4
EQ-6270,C-1467,X-9000,SN-X9000-14730,10/04/2021,1000,480V,2024-10-03,In Service,Backup unit near loading dock
EQ-6107,C-1077,X-7000,SN-X7000-15356,2022/07/10,500,480V,2023/07/10,Decommissioned,Underground vault 4
EQ-6548,C-1328,X-5000,SN-X5000-60486,2024/05/19,250,240V,2026/05/19,In Service,Substation B switchgear bay
EQ-6495,C-1519,X-12000,SN-X12000-15580,03/16/2022,1500,600V,03/16/2023,in service,High humidity bay installation
EQ-7355,C-1102,X-9000,SN-X9000-42987,2023-06-03T00:00:00Z,1000,480V,2025/06/02,IN SERVICE,Substation B switchgear bay
EQ-7014,C-1146,X-9000,SN-X9000-53839,2024-01-30,1000,480V,01/29/2025,Maintenance,Substation B switchgear bay
EQ-6642,C-1383,X-5000,SN-X5000-10839,2023-05-25,250,240V,2024-05-24T00:00:00Z,In Service,High humidity bay installation
EQ-5096,C-1057,X-9000,SN-X9000-34608,06-26-2024,1000,480V,2026-06-26T00:00:00Z,Maintenance,Backup unit near loading dock
EQ-5108,C-1157,X-7000,SN-X7000-60004,09/06/2022,500,480V,09/06/2023,Standby,Rooftop solar coupler
EQ-6258,C-1296,X-12000,SN-X12000-22269,11/21/2022,1500,600V,11/20/2024,Decommissioned,Underground vault 4
EQ-7044,C-1432,X-12000,,12/09/2022,1500,600V,2025-12-08,Decommissioned,NULL
EQ-6769,C-1328,X-12000,SN-X12000-59718,2024-03-28,1500,600V,2025-03-28T00:00:00Z,Standby,Underground vault 4
EQ-5208,C-1292,X-12000,SN-X12000-51168,2021-11-07T00:00:00Z,1500,600V,2023/11/07,Maintenance,High humidity bay installation
EQ-6600,C-1269,X-7000,SN-X7000-94056,08/23/2022,500,480V,08/23/2023,Maintenance,
EQ-5592,C-1221,X-5000,SN-X5000-11925,2022-12-11T00:00:00Z,250,240V,12-11-2023,Decommissioned,Primary power grid node
EQ-6832,C-1487,X-12000,SN-X12000-66342,2021/05/27,1500,600V,2023/05/27,In Service,High humidity bay installation
EQ-5771,C-1055,X-7000,SN-X7000-92349,2021-04-19T00:00:00Z,500,480V,2023-04-19T00:00:00Z,Standby,<p>High humidity bay installation</p>
EQ-5966,C-1090,X-12000,SN-X12000-60111,2021-04-12T00:00:00Z,1500,600V,04/11/2024,In Service,Rooftop solar coupler
EQ-5331,C-1436,X-3000,SN-X3000-31271,2022-01-24T00:00:00Z,100,120V,01/24/2024,IN SERVICE,Substation B switchgear bay
EQ-5207,C-1133,X-3000,SN-X3000-95411,08/12/2023,100,120V,2024/08/11,in service,Rooftop solar coupler
EQ-5894,C-1231,X-9000,SN-X9000-87292,11/12/2023,1000,480V,2026-11-11,Decommissioned,Rooftop solar coupler
EQ-7255,C-1397,X-7000,SN-X7000-66757,2023-05-29,500,480V,2025-05-28T00:00:00Z,in service,   
EQ-5178,C-1449,X-7000,SN-X7000-77295,10/26/2022,500,480V,2025-10-25,In Service,Rooftop solar coupler
EQ-5343,C-1226,X-5000,SN-X5000-53786,2022-03-11,250,240V,03/11/2023,Standby,Substation B switchgear bay
EQ-6101,C-1451,X-3000,SN-X3000-13984,2022-10-22T00:00:00Z,100,120V,2025-10-21,In Service,Backup unit near loading dock
EQ-6413,C-1216,X-3000,SN-X3000-87583,2023/02/26,100,120V,02/25/2025,IN SERVICE,Substation B switchgear bay
EQ-7028,C-1129,X-3000,SN-X3000-21094,04/02/2024,100,120V,2025-04-02T00:00:00Z,Maintenance,Backup unit near loading dock
EQ-7194,C-1350,X-7000,SN-X7000-83470,2022-09-26,500,480V,2025-09-25,IN SERVICE,High humidity bay installation
EQ-6846,C-1280,X-5000,SN-X5000-73017,06-28-2023,250,240V,2024-06-27,In Service,High humidity bay installation
EQ-6440,C-1047,X-7000,SN-X7000-68809,2023/08/19,500,480V,2024-08-18T00:00:00Z,Decommissioned,   
EQ-6899,C-1237,X-12000,SN-X12000-42324,2022-01-17,1500,600V,01/16/2025,Decommissioned,<html>High humidity bay installation</html>
EQ-5339,C-1197,X-7000,SN-X7000-22472,09/24/2022,500,480V,2024-09-23T00:00:00Z,in service,Primary power grid node
EQ-6571,C-1381,X-5000,SN-X5000-72113,2024-06-26,250,240V,06/26/2026,in service,High humidity bay installation
EQ-5151,C-1242,X-7000,SN-X7000-95634,2022/10/11,500,480V,2024/10/10,Standby,Primary power grid node
EQ-6166,C-1251,X-3000,SN-X3000-24925,2022-05-31T00:00:00Z,100,120V,2024-05-30,Decommissioned,High humidity bay installation
EQ-6563,C-1178,X-5000,SN-X5000-62275,2023-03-06T00:00:00Z,250,240V,2026/03/05,IN SERVICE,Backup unit near loading dock
EQ-6619,C-1101,X-12000,NULL,12/07/2023,1500,600V,2024/12/06,Decommissioned,   
EQ-7393,C-1449,X-5000,SN-X5000-42701,04/22/2022,250,240V,2025-04-21,In Service,Backup unit near loading dock
EQ-6342,C-1080,X-9000,SN-X9000-30943,04/29/2021,1000,480V,2024-04-28,Decommissioned,Primary power grid node
EQ-6219,C-1289,X-5000,SN-X5000-88153,06-23-2024,250,240V,2025/06/23,in service,High humidity bay installation
EQ-5996,C-1277,X-12000,SN-X12000-68935,05-25-2021,1500,600V,2023-05-25T00:00:00Z,Decommissioned,
EQ-6324,C-1277,X-12000,SN-X12000-56391,2024-02-17T00:00:00Z,1500,600V,02/16/2025,Standby,Underground vault 4
EQ-6304,C-1479,X-7000,SN-X7000-19653,09/28/2021,500,480V,09/28/2022,in service,Underground vault 4
EQ-6053,C-1245,X-3000,SN-X3000-11435,06/18/2022,100,120V,2025-06-17,Maintenance,Substation B switchgear bay
EQ-6463,C-1054,X-9000,SN-X9000-95247,2023-05-21,1000,480V,2026-05-20T00:00:00Z,Decommissioned,Rooftop solar coupler
EQ-5550,C-1239,X-7000,SN-X7000-59674,12/21/2023,500,480V,2024-12-20T00:00:00Z,In Service,Primary power grid node
EQ-7106,C-1511,X-5000,SN-X5000-20519,2022/05/15,250,240V,05/15/2023,Standby,Rooftop solar coupler
EQ-5725,C-1261,X-5000,SN-X5000-43244,2023-07-16,250,240V,07/15/2025,Maintenance,Primary power grid node
EQ-6748,C-1053,X-9000,SN-X9000-81762,01/23/2022,1000,480V,01/23/2023,Maintenance,Backup unit near loading dock
EQ-5570,C-1476,X-3000,SN-X3000-61948,2023-09-20,100,120V,2025/09/19,Decommissioned,High humidity bay installation
EQ-5995,C-1507,X-5000,SN-X5000-98417,2022-07-31T00:00:00Z,250,240V,07/30/2024,in service,<p>Underground vault 4</p>
EQ-5065,C-1135,X-9000,SN-X9000-10743,07/07/2023,1000,480V,2024/07/06,Maintenance,   
EQ-6400,C-1428,X-7000,SN-X7000-88764,2022-12-22,500,480V,2024-12-21,Maintenance,High humidity bay installation
EQ-6790,C-1359,X-3000,   ,09/04/2021,100,120V,2022-09-04T00:00:00Z,Decommissioned,Underground vault 4
EQ-5125,C-1449,X-12000,SN-X12000-64044,2022/04/17,1500,600V,04/16/2025,Decommissioned,Rooftop solar coupler
EQ-6067,C-1229,X-5000,SN-X5000-89596,2024/01/09,250,240V,2026-01-08T00:00:00Z,Standby,Underground vault 4
EQ-7206,C-1335,X-9000,SN-X9000-36383,12-11-2021,1000,480V,2024-12-10,Maintenance,Primary power grid node
EQ-7213,C-1392,X-3000,SN-X3000-10858,01/04/2022,100,120V,2025-01-03,IN SERVICE,Substation B switchgear bay
EQ-5241,C-1168,X-9000,SN-X9000-65404,2023/03/20,1000,480V,2026-03-19,Maintenance,Primary power grid node
EQ-5886,C-1246,X-3000,SN-X3000-96497,2022-10-19,100,120V,10/18/2024,Standby,Primary power grid node
EQ-5905,C-1180,X-9000,SN-X9000-29030,06/05/2023,1000,480V,06/04/2024,In Service,Rooftop solar coupler
EQ-5128,C-1423,X-12000,SN-X12000-70986,2022/10/04,1500,600V,2025-10-03T00:00:00Z,In Service,Rooftop solar coupler
EQ-6983,C-1025,X-12000,SN-X12000-33234,2023/12/28,1500,600V,2025/12/27,Maintenance,Rooftop solar coupler
EQ-5272,C-1485,X-9000,SN-X9000-41722,10-29-2023,1000,480V,2026-10-28,IN SERVICE,<html><body>Backup unit near loading dock</body></html>
EQ-6550,C-1364,X-9000,SN-X9000-20489,11-24-2023,1000,480V,2024-11-23T00:00:00Z,In Service,Backup unit near loading dock
EQ-5109,C-1118,X-7000,SN-X7000-78529,10-29-2021,500,480V,10/29/2022,Standby,Substation B switchgear bay
EQ-5532,C-1440,X-12000,SN-X12000-40059,11-28-2021,1500,600V,2023/11/28,In Service,<html>Substation B switchgear bay</html>
EQ-5727,C-1326,X-7000,SN-X7000-17346,09-08-2021,500,480V,2022/09/08,IN SERVICE,
EQ-6183,C-1298,X-5000,SN-X5000-94206,10/22/2022,250,240V,10/22/2023,Standby,Substation B switchgear bay
EQ-5340,C-1427,X-7000,SN-X7000-82116,04/13/2024,500,480V,2025-04-13T00:00:00Z,Standby,Substation B switchgear bay
EQ-5696,C-1049,X-12000,SN-X12000-27282,2023/09/14,1500,600V,09-13-2026,Maintenance,Underground vault 4
EQ-5552,C-1217,X-9000,SN-X9000-63799,07-12-2021,1000,480V,07-12-2023,Maintenance,High humidity bay installation
EQ-5798,C-1121,X-9000,SN-X9000-11263,2022-11-06,1000,480V,11-05-2025,Maintenance,Backup unit near loading dock
EQ-6628,C-1395,X-9000,SN-X9000-58650,2022-11-01,1000,480V,10/31/2025,Maintenance,
EQ-5782,C-1336,X-3000,SN-X3000-79575,2023-11-23,100,120V,2024-11-22,Maintenance,Underground vault 4
EQ-5078,C-1451,X-7000,SN-X7000-86595,2023-01-29T00:00:00Z,500,480V,01-28-2026,Maintenance,Underground vault 4
EQ-6881,C-1325,X-5000,SN-X5000-34366,09/13/2023,250,240V,2024-09-12,Maintenance,Substation B switchgear bay
EQ-5615,C-1486,X-9000,SN-X9000-17075,2022-03-29T00:00:00Z,1000,480V,03-29-2023,Standby,Primary power grid node
EQ-6690,C-1519,X-5000,SN-X5000-82825,2022-11-19,250,240V,2025-11-18T00:00:00Z,IN SERVICE,<div>Backup unit near loading dock</div>
EQ-6909,C-1372,X-12000,SN-X12000-88573,05/11/2022,1500,600V,05/10/2024,In Service,Rooftop solar coupler
EQ-5007,C-1446,X-7000,SN-X7000-61903,03/05/2022,500,480V,03-04-2024,In Service,Underground vault 4
EQ-7490,C-1092,X-12000,SN-X12000-36116,02/11/2024,1500,600V,2027/02/10,Decommissioned,Primary power grid node
EQ-5775,C-1050,X-9000,SN-X9000-59914,11-21-2022,1000,480V,2025-11-20,Decommissioned,Primary power grid node
EQ-5270,C-1236,X-12000,SN-X12000-82432,03-26-2023,1500,600V,03/25/2024,IN SERVICE,Primary power grid node
EQ-5332,C-1268,X-7000,SN-X7000-54588,2023/06/07,500,480V,06/06/2025,In Service,Substation B switchgear bay
EQ-5141,C-1284,X-12000,SN-X12000-69594,2024-04-27,1500,600V,04-27-2026,Maintenance,Primary power grid node
EQ-5262,C-1204,X-7000,SN-X7000-46506,2022-09-23T00:00:00Z,500,480V,09/22/2025,Maintenance,Underground vault 4
EQ-7005,C-1126,X-12000,SN-X12000-79856,10-13-2023,1500,600V,2026/10/12,Decommissioned,Rooftop solar coupler
EQ-6346,C-1128,X-5000,SN-X5000-49030,04/21/2023,250,240V,04/20/2024,Standby,<p>Backup unit near loading dock</p>
EQ-6108,C-1175,X-7000,SN-X7000-24900,12/24/2022,500,480V,2023-12-24T00:00:00Z,Decommissioned,Rooftop solar coupler
EQ-6297,C-1323,X-7000,SN-X7000-37324,01/19/2022,500,480V,01/19/2024,In Service,<html><body>Rooftop solar coupler</body></html>
EQ-7111,C-1098,X-5000,SN-X5000-58285,12/07/2021,250,240V,12/07/2023,In Service,Substation B switchgear bay
EQ-6672,C-1226,X-7000,SN-X7000-28260,2021-09-27T00:00:00Z,500,480V,2022-09-27T00:00:00Z,In Service,Primary power grid node
EQ-5740,C-1031,X-9000,SN-X9000-49941,01-24-2024,1000,480V,2027-01-23,Maintenance,NULL
EQ-6847,C-1071,X-7000,SN-X7000-20416,04-28-2023,500,480V,04/27/2025,IN SERVICE,Substation B switchgear bay
EQ-5247,C-1072,X-5000,SN-X5000-99526,2024-01-06,250,240V,2025-01-05,Standby,Rooftop solar coupler
EQ-6490,C-1282,X-3000,SN-X3000-93069,02/01/2024,100,120V,01-31-2025,in service,
EQ-7236,C-1259,X-3000,SN-X3000-44861,03/31/2023,100,120V,03-30-2026,Standby,Substation B switchgear bay
EQ-7195,C-1427,X-7000,SN-X7000-45407,01-16-2022,500,480V,01-16-2024,Standby,Primary power grid node
EQ-6953,C-1170,X-9000,SN-X9000-39156,2022/09/26,1000,480V,2025/09/25,IN SERVICE,Underground vault 4
EQ-7095,C-1497,X-9000,SN-X9000-26865,2023-05-25T00:00:00Z,1000,480V,2026-05-24,In Service,   
EQ-6237,C-1450,X-9000,SN-X9000-39740,04/01/2021,1000,480V,04/01/2023,in service,Underground vault 4
EQ-5802,C-1206,X-9000,SN-X9000-44339,2023-03-01,1000,480V,02/29/2024,Decommissioned,<b>Substation B switchgear bay</b>
EQ-7399,C-1101,X-3000,SN-X3000-59052,2024-04-23T00:00:00Z,100,120V,2025-04-23T00:00:00Z,Decommissioned,High humidity bay installation
EQ-5005,C-1403,X-5000,SN-X5000-24136,2023-08-11,250,240V,08/10/2025,in service,Substation B switchgear bay
EQ-5582,C-1252,X-12000,SN-X12000-16208,12/15/2023,1500,600V,12-14-2025,Maintenance,Substation B switchgear bay
EQ-6084,C-1035,X-12000,SN-X12000-88401,2021-09-06,1500,600V,2023-09-06T00:00:00Z,Decommissioned,Underground vault 4
EQ-5563,C-1303,X-12000,SN-X12000-50601,12/18/2021,1500,600V,2022-12-18T00:00:00Z,Standby,Substation B switchgear bay
EQ-7006,C-1477,X-7000,SN-X7000-66607,06/16/2021,500,480V,2022-06-16T00:00:00Z,IN SERVICE,Backup unit near loading dock
EQ-6949,C-1436,X-9000,SN-X9000-69325,04/04/2022,1000,480V,2023-04-04,in service,Primary power grid node
EQ-6468,C-1156,X-3000,SN-X3000-92805,2024-02-21T00:00:00Z,100,120V,2026-02-20,In Service,Rooftop solar coupler
EQ-6926,C-1090,X-12000,SN-X12000-85548,07/23/2023,1500,600V,2026/07/22,Maintenance,<b>Primary power grid node</b>
EQ-7365,C-1352,X-12000,SN-X12000-28482,2023/05/02,1500,600V,2024-05-01T00:00:00Z,Maintenance,Substation B switchgear bay
EQ-7268,C-1239,X-5000,SN-X5000-61555,04-04-2024,250,240V,2026-04-04,IN SERVICE,Rooftop solar coupler
EQ-6404,C-1236,X-7000,SN-X7000-33755,06/27/2024,500,480V,06/27/2027,IN SERVICE,Primary power grid node
EQ-7000,C-1213,X-9000,SN-X9000-88710,04/12/2021,1000,480V,2024-04-11T00:00:00Z,Standby,High humidity bay installation
EQ-6014,C-1247,X-5000,SN-X5000-66084,2021-06-18T00:00:00Z,250,240V,2023-06-18T00:00:00Z,Maintenance,Rooftop solar coupler
EQ-6032,C-1091,X-7000,,2023/10/06,500,480V,2025/10/05,Decommissioned,<html><body>Substation B switchgear bay</body></html>
EQ-6325,C-1379,X-5000,SN-X5000-95840,2024/04/25,250,240V,04/25/2026,Standby,Backup unit near loading dock
EQ-6079,C-1260,X-5000,SN-X5000-14528,02-16-2023,250,240V,02/15/2026,in service,Backup unit near loading dock
EQ-6414,C-1415,X-12000,SN-X12000-97420,2023-05-13T00:00:00Z,1500,600V,2026-05-12T00:00:00Z,Maintenance,Rooftop solar coupler
EQ-7145,C-1143,X-12000,SN-X12000-87794,03/31/2022,1500,600V,03/30/2024,Maintenance,Underground vault 4
EQ-5613,C-1242,X-12000,SN-X12000-52539,11/06/2021,1500,600V,2022-11-06,In Service,Underground vault 4
EQ-6173,C-1325,X-12000,SN-X12000-91210,08-02-2023,1500,600V,08/01/2025,in service,Primary power grid node
EQ-6073,C-1386,X-7000,SN-X7000-18553,08/15/2023,500,480V,2026-08-14T00:00:00Z,IN SERVICE,Backup unit near loading dock
EQ-5080,C-1453,X-12000,SN-X12000-19078,01-31-2023,1500,600V,01/30/2025,IN SERVICE,Underground vault 4
EQ-5423,C-1036,X-5000,SN-X5000-83635,12/13/2023,250,240V,12/12/2025,In Service,Underground vault 4
EQ-5701,C-1411,X-12000,SN-X12000-61857,2022/12/19,1500,600V,2024/12/18,Decommissioned,Underground vault 4
EQ-6764,C-1303,X-5000,SN-X5000-14295,2021/09/15,250,240V,09-15-2022,In Service,Backup unit near loading dock
EQ-5098,C-1436,X-7000,SN-X7000-57896,08/22/2023,500,480V,2026/08/21,In Service,Substation B switchgear bay
EQ-5064,C-1488,X-9000,SN-X9000-58600,01/22/2022,1000,480V,01-22-2024,in service,Underground vault 4
EQ-6851,C-1196,X-3000,SN-X3000-48019,10-11-2022,100,120V,2025-10-10T00:00:00Z,Standby,High humidity bay installation
EQ-7013,C-1307,X-7000,SN-X7000-88410,03/02/2024,500,480V,03/02/2026,Standby,Primary power grid node
EQ-6826,C-1337,X-12000,SN-X12000-83463,2021-06-10,1500,600V,2022-06-10T00:00:00Z,Decommissioned,Substation B switchgear bay
