claim_id,equipment_id,dispatch_id,part_id,claim_date,claim_amount,approved_amount,status,denial_reason,claim_notes
CLM-9415,EQ-7269,,PRT-2140,11-02-2023,1317.28,1317.28,Approved,N/A,Claim for replacement part PRT-2140 under equipment warranty.
CLM-9523,EQ-7135,DISP-11409,PRT-2099,02-16-2022,4314.13,4314.13,APPROVED,N/A,   Claim for replacement part PRT-2099 under equipment warranty.
CLM-9316,EQ-6120,DISP-11040,PRT-2072,07/21/2024,3269.43,NULL,Under Review,<p></p>,Claim for replacement part PRT-2072 under equipment warranty.
CLM-9558,EQ-5829,DISP-11898,PRT-2078,2022-03-31T00:00:00Z,2367.22,2367.22,Approved,<html>N/A</html>,Claim for replacement part PRT-2078 under equipment warranty.
CLM-9770,EQ-6854,DISP-11173,PRT-2061,12/08/2023,1335.24,1335.24,Approved,N/A,Claim for replacement part PRT-2061 under equipment warranty.
CLM-10171,EQ-5439,DISP-12482,PRT-2111,12-15-2021,337.07,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2111 under equipment warranty.
CLM-9009,EQ-5918,DISP-10549,,04/09/2023,2879.42,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9997,EQ-5742,DISP-11496,,2023/01/11,3116.9,3116.9,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9889,EQ-6628,DISP-10662,PRT-2072,2024/07/15,3227.01,NULL,Under Review,<b></b>,Claim for replacement part PRT-2072 under equipment warranty.
CLM-9041,EQ-7212,DISP-13805,PRT-2128,06/21/2022,1251.41,NULL,Pending,,Claim for replacement part PRT-2128 under equipment warranty.  
CLM-9659,EQ-6574,DISP-13909,,10/18/2023,757.91,0.0,Rejected,Unauthorized modification detected,Claim for replacement part N/A under equipment warranty.
CLM-9165,EQ-5515,DISP-14404,PRT-2118,09/02/2021,3733.43,NULL,Under Review,<html><body></body></html>,Claim for replacement part PRT-2118 under equipment warranty.
CLM-10042,EQ-6969,DISP-13140,PRT-2101,2022-02-15,731.1,NULL,Pending,,Claim for replacement part PRT-2101 under equipment warranty.
CLM-9742,EQ-5757,DISP-12106,,09/30/2021,4043.0,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10067,EQ-5868,DISP-11164,PRT-2136,2021-08-19T00:00:00Z,1651.28,1651.28,Approved,N/A,   Claim for replacement part PRT-2136 under equipment warranty.
CLM-9715,EQ-7395,DISP-12957,PRT-2092,07/13/2023,796.6,796.6,Approved,N/A,Claim for replacement part PRT-2092 under equipment warranty.
CLM-9120,EQ-5649,DISP-13073,PRT-2145,2024-03-09,1686.61,NULL,Pending,,Claim for replacement part PRT-2145 under equipment warranty.
CLM-9438,EQ-6958,DISP-12326,PRT-2077,09/13/2022,3631.38,3631.38,APPROVED,N/A,Claim for replacement part PRT-2077 under equipment warranty.
CLM-9048,EQ-5769,DISP-10524,,2022-09-17T00:00:00Z,1474.62,1474.62,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9937,EQ-6123,DISP-12123,PRT-2106,2021/08/12,570.38,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2106 under equipment warranty.
CLM-9154,EQ-6569,DISP-12828,,02/01/2024,284.63,0.0,Rejected,Unauthorized modification detected,Claim for replacement part N/A under equipment warranty.
CLM-9399,EQ-6869,DISP-10962,,12/23/2023,739.12,739.12,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9665,EQ-6017,,,03/13/2024,174.95,174.95,Approved,N/A,   Claim for replacement part N/A under equipment warranty.
CLM-9264,EQ-5622,DISP-10030,PRT-2031,2024-04-06T00:00:00Z,718.17,NULL,Pending,,Claim for replacement part PRT-2031 under equipment warranty.
CLM-9028,EQ-5026,DISP-13236,PRT-2007,10-14-2023,1185.26,NULL,Pending,<div></div>,Claim for replacement part PRT-2007 under equipment warranty.
CLM-10132,EQ-6003,DISP-12847,,01/04/2022,189.56,189.56,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-10048,EQ-6966,DISP-14542,PRT-2013,2022-01-22T00:00:00Z,3829.76,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2013 under equipment warranty.
CLM-9453,EQ-7164,DISP-12613,,08/20/2021,3718.57,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part N/A under equipment warranty.
CLM-9948,EQ-7489,DISP-11300,PRT-2107,2021-11-03,4410.58,2543.5,Approved,N/A,Claim for replacement part PRT-2107 under equipment warranty.
CLM-9542,EQ-6585,DISP-11699,PRT-2038,08-18-2023,3006.06,NULL,Under Review,,   Claim for replacement part PRT-2038 under equipment warranty.
CLM-10157,EQ-5488,DISP-14390,PRT-2110,07-28-2023,3923.62,3923.62,APPROVED,N/A,Claim for replacement part PRT-2110 under equipment warranty.
CLM-9222,EQ-5359,DISP-13752,PRT-2144,12-05-2021,324.28,324.28,Approved,<html>N/A</html>,Claim for replacement part PRT-2144 under equipment warranty.
CLM-9362,EQ-5748,,PRT-2020,2021-07-06,3276.51,0.0,Rejected,Warranty expired prior to claim date,   Claim for replacement part PRT-2020 under equipment warranty.
CLM-9164,EQ-6046,DISP-11291,PRT-2125,10/22/2023,4112.87,NULL,Pending,,Claim for replacement part PRT-2125 under equipment warranty.
CLM-10004,EQ-6058,,PRT-2052,2023/11/23,182.62,182.62,APPROVED,<html><body>N/A</body></html>,Claim for replacement part PRT-2052 under equipment warranty.
CLM-9841,EQ-7324,DISP-13155,PRT-2073,09-28-2022,1446.77,0.0,Under Review,Normal wear and tear excluded,Claim for replacement part PRT-2073 under equipment warranty.
CLM-9401,EQ-7038,DISP-13422,,2023-08-31T00:00:00Z,2251.34,2251.34,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9131,EQ-6584,DISP-14317,PRT-2106,2022/11/10,1937.59,1035.54,Approved,N/A,Claim for replacement part PRT-2106 under equipment warranty.
CLM-9358,EQ-6073,DISP-14999,PRT-2025,2023/08/11,2807.88,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2025 under equipment warranty.
CLM-9646,EQ-7339,DISP-11678,PRT-2048,2022-05-25T00:00:00Z,192.82,NULL,Approved,,Claim for replacement part PRT-2048 under equipment warranty.
CLM-9124,EQ-6904,DISP-11688,PRT-2030,12-09-2023,1227.32,NULL,Under Review,,Claim   for   replacement   part   PRT-2030   under   equipment   warranty.
CLM-9434,EQ-7232,,,02-23-2023,4129.87,4129.87,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9447,EQ-5010,DISP-12843,PRT-2038,2022-05-19,2744.42,NULL,Pending,,Claim for replacement part PRT-2038 under equipment warranty.
CLM-9281,EQ-6720,DISP-10129,PRT-2043,06-25-2023,556.17,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2043 under equipment warranty.
CLM-9615,EQ-6679,,PRT-2057,07/04/2022,2062.03,NULL,Under Review,,Claim for replacement part PRT-2057 under equipment warranty.  
CLM-9991,EQ-7425,,PRT-2052,2023-08-10T00:00:00Z,4713.71,NULL,Pending,,Claim for replacement part PRT-2052 under equipment warranty.
CLM-9151,EQ-6062,DISP-12632,PRT-2050,2024-07-18T00:00:00Z,2962.58,2962.58,Approved,N/A,Claim for replacement part PRT-2050 under equipment warranty.
CLM-10104,EQ-5025,DISP-14568,,2023/07/30,230.93,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9830,EQ-7253,DISP-14090,PRT-2149,2024-01-18T00:00:00Z,3387.24,NULL,Pending,,Claim for replacement part PRT-2149 under equipment warranty.
CLM-9545,EQ-5294,DISP-12045,PRT-2004,07/19/2024,3760.02,3760.02,APPROVED,N/A,Claim for replacement part PRT-2004 under equipment warranty.  
CLM-9202,EQ-7049,DISP-11859,PRT-2099,2022-01-28,3830.38,NULL,Under Review,,Claim for replacement part PRT-2099 under equipment warranty.
CLM-9572,EQ-6457,DISP-13353,,2023/05/12,2664.2,2664.2,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9451,EQ-5213,DISP-14986,PRT-2044,2024-04-28,1821.52,NULL,Pending,,Claim for replacement part PRT-2044 under equipment warranty.
CLM-10181,EQ-5252,,,01-27-2024,2962.47,2962.47,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9112,EQ-5404,DISP-11153,PRT-2080,02/27/2023,2095.2,2095.2,Approved,N/A,Claim for replacement part PRT-2080 under equipment warranty.  
CLM-9896,EQ-6849,DISP-13852,PRT-2076,2021-07-09,3379.75,3379.75,APPROVED,N/A,Claim for replacement part PRT-2076 under equipment warranty.
CLM-9494,EQ-5451,,PRT-2095,2023/02/20,1131.19,1131.19,Approved,N/A,Claim for replacement part PRT-2095 under equipment warranty.
CLM-10178,EQ-5277,DISP-12961,,2024-06-08,3972.32,3972.32,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9220,EQ-5296,DISP-13625,,11/11/2021,764.12,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10198,EQ-7023,DISP-12908,,04-14-2024,1126.24,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9639,EQ-6316,DISP-11658,   ,02-23-2022,3111.69,NULL,Under Review,,   Claim for replacement part N/A under equipment warranty.
CLM-9462,EQ-5973,,,2022-06-09,2555.69,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9201,EQ-7221,DISP-12622,PRT-2114,10/10/2022,3250.82,0.0,Rejected,<html><body>Unauthorized modification detected</body></html>,Claim for replacement part PRT-2114 under equipment warranty.
CLM-9605,EQ-7455,DISP-13155,PRT-2008,2023/09/27,1248.43,1248.43,APPROVED,N/A,Claim for replacement part PRT-2008 under equipment warranty.  
CLM-9956,EQ-5120,DISP-14795,PRT-2087,2023/07/26,3280.49,2987.97,Approved,N/A,Claim for replacement part PRT-2087 under equipment warranty.
CLM-9648,EQ-5620,DISP-10953,,2022-03-06,852.66,852.66,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9951,EQ-5886,DISP-10060,PRT-2083,03/08/2023,1145.57,NULL,Pending,<html><body></body></html>,Claim for replacement part PRT-2083 under equipment warranty.
CLM-9751,EQ-5204,DISP-14443,PRT-2131,2024/01/18,805.5,NULL,Pending,,Claim for replacement part PRT-2131 under equipment warranty.
CLM-9176,EQ-5449,DISP-10579,PRT-2107,01-08-2022,3881.01,3881.01,APPROVED,N/A,Claim for replacement part PRT-2107 under equipment warranty.
CLM-9346,EQ-6454,DISP-12335,,05/25/2022,250.69,250.69,Under Review,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9544,EQ-5247,DISP-14716,PRT-2106,2022/11/03,2823.33,2823.33,APPROVED,N/A,Claim for replacement part PRT-2106 under equipment warranty.
CLM-9122,EQ-7307,DISP-11565,PRT-2003,06/30/2022,481.52,481.52,APPROVED,N/A,Claim for replacement part PRT-2003 under equipment warranty.
CLM-9814,EQ-5935,DISP-14276,PRT-2102,01/17/2023,1932.39,NULL,Pending,,Claim for replacement part PRT-2102 under equipment warranty.
CLM-9361,EQ-5634,,,01/28/2023,817.18,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9389,EQ-7353,,PRT-2063,07/31/2024,1876.17,0.0,Rejected,<b>Warranty expired prior to claim date</b>,Claim for replacement part PRT-2063 under equipment warranty.
CLM-9842,EQ-6073,DISP-10865,PRT-2008,05-05-2022,1652.5,NULL,Pending,,Claim for replacement part PRT-2008 under equipment warranty.
CLM-9632,EQ-7489,DISP-13039,PRT-2012,11/08/2023,514.68,NULL,Under Review,,Claim for replacement part PRT-2012 under equipment warranty.
CLM-9377,EQ-5723,DISP-13737,PRT-2074,08/22/2021,467.59,NULL,Pending,,Claim for replacement part PRT-2074 under equipment warranty.
CLM-9170,EQ-7260,DISP-14180,,2021-10-25T00:00:00Z,2266.58,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9787,EQ-7238,DISP-11839,,03-05-2024,1935.12,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9091,EQ-7018,DISP-13911,PRT-2119,2024-03-30,3910.93,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2119 under equipment warranty.
CLM-10110,EQ-6868,,PRT-2126,2022-03-29,3097.07,NULL,Pending,,Claim for replacement part PRT-2126 under equipment warranty.
CLM-9032,EQ-5608,DISP-11140,,2024-03-28,1882.4,1882.4,Approved,<html>N/A</html>,Claim for replacement part N/A under equipment warranty.
CLM-10002,EQ-6466,DISP-13218,PRT-2114,04/05/2024,278.52,278.52,APPROVED,<strong>N/A</strong>,Claim   for   replacement   part   PRT-2114   under   equipment   warranty.
CLM-9732,EQ-5835,DISP-13624,PRT-2098,02-20-2024,1916.87,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2098 under equipment warranty.
CLM-9285,EQ-6996,,PRT-2145,2024-07-05T00:00:00Z,941.95,NULL,Pending,,Claim for replacement part PRT-2145 under equipment warranty.
CLM-9500,EQ-5765,DISP-10450,PRT-2138,06/10/2022,3019.22,NULL,Under Review,,Claim for replacement part PRT-2138 under equipment warranty.
CLM-9342,EQ-7110,DISP-11932,PRT-2053,12-15-2023,4644.66,0.0,Approved,Unauthorized modification detected,Claim for replacement part PRT-2053 under equipment warranty.
CLM-9933,EQ-6039,DISP-13239,PRT-2136,10/28/2022,1701.57,NULL,Pending,,Claim for replacement part PRT-2136 under equipment warranty.
CLM-9461,EQ-7210,DISP-14445,,09/19/2022,308.1,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9670,EQ-5718,DISP-14311,,2023-01-03T00:00:00Z,3611.0,0.0,Rejected,Unauthorized modification detected,Claim for replacement part N/A under equipment warranty.
CLM-9406,EQ-6880,,PRT-2081,2022-06-17T00:00:00Z,1015.39,1015.39,APPROVED,N/A,Claim for replacement part PRT-2081 under equipment warranty.
CLM-10091,EQ-5827,DISP-10520,PRT-2116,2022/01/26,1569.48,NULL,Under Review,,Claim for replacement part PRT-2116 under equipment warranty.
CLM-9918,EQ-6170,DISP-12019,PRT-2098,11/26/2022,2830.28,2830.28,Approved,N/A,Claim for replacement part PRT-2098 under equipment warranty.
CLM-9159,EQ-6108,DISP-13926,PRT-2023,2024/08/16,4305.59,4305.59,APPROVED,N/A,Claim for replacement part PRT-2023 under equipment warranty.
CLM-9595,EQ-7451,DISP-14868,PRT-2017,2022-03-01T00:00:00Z,1378.61,NULL,Pending,,Claim for replacement part PRT-2017 under equipment warranty.
CLM-9309,EQ-5425,DISP-11766,PRT-2007,02/25/2023,3022.7,3022.7,Approved,<p>N/A</p>,Claim for replacement part PRT-2007 under equipment warranty.
CLM-9036,EQ-6131,DISP-14880,,2022-06-17,374.9,267.64,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9017,EQ-5911,DISP-12123,PRT-2068,2022-08-04T00:00:00Z,724.97,724.97,Approved,N/A,Claim for replacement part PRT-2068 under equipment warranty.
CLM-9311,EQ-5488,DISP-10423,,03/02/2022,4492.99,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-10141,EQ-6538,DISP-13893,PRT-2137,2023-12-27T00:00:00Z,729.92,NULL,Pending,,Claim for replacement part PRT-2137 under equipment warranty.
CLM-10187,EQ-5470,,PRT-2090,2022-11-30T00:00:00Z,330.43,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2090 under equipment warranty.
CLM-10015,EQ-6177,DISP-11371,PRT-2120,08-19-2023,565.92,NULL,Pending,,Claim for replacement part PRT-2120 under equipment warranty.
CLM-9790,EQ-5561,DISP-13147,,2021/09/04,1155.89,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part N/A under equipment warranty.
CLM-9252,EQ-7111,DISP-10490,,2022/08/31,3902.58,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9809,EQ-5546,DISP-10927,,09-02-2021,3993.7,3993.7,APPROVED,<div>N/A</div>,Claim for replacement part N/A under equipment warranty.
CLM-9974,EQ-5440,,,09-18-2023,2498.23,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-10039,EQ-5501,,,02/21/2023,455.29,455.29,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9883,EQ-5684,,PRT-2040,06/15/2024,1966.98,1966.98,APPROVED,N/A,Claim for replacement part PRT-2040 under equipment warranty.
CLM-9828,EQ-5525,,PRT-2087,2021/10/17,2798.56,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2087 under equipment warranty.
CLM-9189,EQ-6561,DISP-13618,PRT-2010,2021-10-08,480.37,NULL,Under Review,,Claim for replacement part PRT-2010 under equipment warranty.
CLM-9687,EQ-7011,DISP-12067,,2021-09-02T00:00:00Z,3825.91,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-10022,EQ-7450,,PRT-2106,2024-08-02,3486.09,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2106 under equipment warranty.
CLM-9836,EQ-5069,,PRT-2073,2024-06-30T00:00:00Z,1536.79,NULL,Pending,,Claim   for   replacement   part   PRT-2073   under   equipment   warranty.
CLM-9702,EQ-7393,,PRT-2150,02-27-2022,2278.4,NULL,Pending,,Claim for replacement part PRT-2150 under equipment warranty.
CLM-9939,EQ-5896,DISP-14052,,07/17/2023,3022.59,3022.59,Approved,<strong>N/A</strong>,Claim for replacement part N/A under equipment warranty.
CLM-9429,EQ-5813,DISP-12355,PRT-2057,08-17-2021,1594.19,1594.19,APPROVED,N/A,  Claim for replacement part PRT-2057 under equipment warranty.  
CLM-9556,EQ-6628,DISP-14883,PRT-2001,03/02/2022,387.3,NULL,Under Review,,Claim for replacement part PRT-2001 under equipment warranty.  
CLM-9146,EQ-6533,,,2023-12-04T00:00:00Z,4333.81,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9370,EQ-6126,,PRT-2067,2024/01/03,977.08,NULL,Under Review,,Claim for replacement part PRT-2067 under equipment warranty.
CLM-9923,EQ-6116,DISP-14362,PRT-2008,12/10/2022,1711.74,0.0,Rejected,Improper installation by non-certified party,   Claim for replacement part PRT-2008 under equipment warranty.
CLM-9629,EQ-5677,,PRT-2145,07-31-2023,4108.18,4108.18,Approved,N/A,Claim for replacement part PRT-2145 under equipment warranty.
CLM-9524,EQ-6927,DISP-13222,PRT-2084,2024/05/02,1495.6,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2084 under equipment warranty.
CLM-9985,EQ-6099,DISP-13321,PRT-2132,2023-10-05,2288.29,2288.29,APPROVED,<html><body>N/A</body></html>,Claim for replacement part PRT-2132 under equipment warranty.
CLM-9921,EQ-6338,DISP-10439,PRT-2003,2023-02-10T00:00:00Z,3399.01,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2003 under equipment warranty.
CLM-10194,EQ-6229,,PRT-2105,2024/01/25,605.5,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2105 under equipment warranty.
CLM-9513,EQ-5079,DISP-13078,PRT-2069,09-05-2022,1494.81,0.0,Rejected,<b>Normal wear and tear excluded</b>,Claim for replacement part PRT-2069 under equipment warranty.
CLM-9478,EQ-5891,DISP-12287,,09/11/2023,522.23,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9480,EQ-6301,DISP-14241,PRT-2050,2022-04-14,2339.4,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2050 under equipment warranty.
CLM-9708,EQ-6516,,PRT-2100,2024-06-04T00:00:00Z,3777.63,3777.63,APPROVED,<div>N/A</div>,Claim for replacement part PRT-2100 under equipment warranty.
CLM-9646,EQ-7339,DISP-11678,PRT-2048,2022-05-25T00:00:00Z,192.82,NULL,Pending,,Claim for replacement part PRT-2048 under equipment warranty.
CLM-9214,EQ-6399,DISP-14258,,2024/05/16,2396.64,0.0,Rejected,Unauthorized modification detected,Claim for replacement part N/A under equipment warranty.
CLM-9711,EQ-5168,DISP-14408,PRT-2002,07/17/2022,4760.1,4760.1,Approved,<html>N/A</html>,Claim for replacement part PRT-2002 under equipment warranty.
CLM-9802,EQ-6764,DISP-10642,PRT-2125,01/10/2022,4289.36,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2125 under equipment warranty.
CLM-9976,EQ-5502,DISP-12894,PRT-2045,2024-06-20T00:00:00Z,1079.94,1079.94,APPROVED,N/A,Claim for replacement part PRT-2045 under equipment warranty.
CLM-9791,EQ-6310,DISP-12254,PRT-2099,03/11/2023,3146.09,NULL,Pending,,Claim for replacement part PRT-2099 under equipment warranty.
CLM-9114,EQ-6821,DISP-11431,,2022-10-13,3231.16,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9010,EQ-6414,DISP-10876,PRT-2080,05-05-2022,1805.44,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2080 under equipment warranty.
CLM-10118,EQ-7488,DISP-10645,PRT-2023,2023/12/08,209.08,209.08,APPROVED,N/A,Claim for replacement part PRT-2023 under equipment warranty.
CLM-9323,EQ-5217,DISP-13021,PRT-2056,01-30-2022,294.49,NULL,Under Review,,  Claim for replacement part PRT-2056 under equipment warranty.  
CLM-9643,EQ-7183,DISP-11427,,07-02-2023,3581.73,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9236,EQ-7482,DISP-13744,PRT-2052,10-05-2023,821.99,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2052 under equipment warranty.
CLM-9599,EQ-7171,DISP-13247,PRT-2136,10-19-2021,2291.49,2291.49,APPROVED,N/A,   Claim for replacement part PRT-2136 under equipment warranty.
CLM-9870,EQ-5148,DISP-14873,,08-27-2022,1658.94,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9498,EQ-6061,,,2022-11-09T00:00:00Z,4169.98,NULL,Under Review,,   Claim for replacement part N/A under equipment warranty.
CLM-9786,EQ-6945,,PRT-2095,03/30/2024,1824.38,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2095 under equipment warranty.
CLM-9110,EQ-5163,DISP-14541,PRT-2146,05/03/2023,3063.97,3063.97,APPROVED,N/A,Claim for replacement part PRT-2146 under equipment warranty.
CLM-9359,EQ-7183,DISP-14468,PRT-2033,04/05/2022,3634.43,3634.43,APPROVED,N/A,Claim for replacement part PRT-2033 under equipment warranty.
CLM-9994,EQ-5922,DISP-12546,PRT-2055,03-28-2024,4488.28,4488.28,APPROVED,N/A,Claim for replacement part PRT-2055 under equipment warranty.
CLM-9003,EQ-6787,DISP-14387,PRT-2139,07/30/2021,606.52,NULL,Pending,,Claim for replacement part PRT-2139 under equipment warranty.
CLM-9042,EQ-5871,,PRT-2021,03/30/2022,1460.07,NULL,Pending,,Claim for replacement part PRT-2021 under equipment warranty.
CLM-9240,EQ-7334,NULL,PRT-2095,06/18/2023,476.98,NULL,Pending,,Claim for replacement part PRT-2095 under equipment warranty.  
CLM-9292,EQ-5363,DISP-14187,,2022-04-29T00:00:00Z,3763.88,3763.88,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9025,EQ-7494,,PRT-2111,11-27-2023,2412.09,NULL,Pending,,Claim for replacement part PRT-2111 under equipment warranty.
CLM-9259,EQ-6509,DISP-10164,PRT-2104,12-25-2022,3169.07,3169.07,APPROVED,N/A,Claim for replacement part PRT-2104 under equipment warranty.
CLM-9086,EQ-5389,DISP-10173,PRT-2138,2024-04-22,1517.09,NULL,Pending,,Claim for replacement part PRT-2138 under equipment warranty.
CLM-10033,EQ-7053,DISP-13229,,07/29/2022,4374.61,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9827,EQ-6891,,PRT-2015,2022-08-15,183.33,NULL,Pending,,Claim for replacement part PRT-2015 under equipment warranty.
CLM-9349,EQ-6619,DISP-11111,PRT-2109,04/19/2024,3835.64,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2109 under equipment warranty.
CLM-9841,EQ-7324,DISP-13155,PRT-2073,09-28-2022,1446.77,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2073 under equipment warranty.
CLM-10057,EQ-5225,DISP-14399,,2021/09/03,1055.66,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part N/A under equipment warranty.
CLM-10162,EQ-7437,,PRT-2145,2023/06/12,2497.74,2497.74,Approved,N/A,Claim for replacement part PRT-2145 under equipment warranty.
CLM-9140,EQ-7074,DISP-10058,PRT-2128,05/04/2024,468.8,468.8,APPROVED,N/A,Claim for replacement part PRT-2128 under equipment warranty.
CLM-9788,EQ-6384,DISP-10562,PRT-2054,07/20/2021,1093.99,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2054 under equipment warranty.
CLM-9285,EQ-6996,,PRT-2145,2024-07-05T00:00:00Z,941.95,NULL,Under Review,,Claim for replacement part PRT-2145 under equipment warranty.
CLM-10034,EQ-6928,DISP-14222,,11-21-2022,4002.08,0.0,Under Review,<html><body>Normal wear and tear excluded</body></html>,Claim for replacement part N/A under equipment warranty.
CLM-9586,EQ-5781,DISP-14316,,09-30-2021,1319.15,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9591,EQ-6552,DISP-13884,PRT-2012,2022-08-27T00:00:00Z,3411.45,3411.45,Pending,N/A,Claim for replacement part PRT-2012 under equipment warranty.
CLM-9733,EQ-7444,,,2024-03-09,3726.39,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-9938,EQ-6114,DISP-10236,PRT-2110,2021-12-27,3461.38,3461.38,Approved,N/A,Claim for replacement part PRT-2110 under equipment warranty.
CLM-9066,EQ-6496,DISP-14827,PRT-2136,11/22/2023,3898.82,3312.05,Approved,N/A,Claim for replacement part PRT-2136 under equipment warranty.
CLM-9266,EQ-5432,DISP-10924,PRT-2145,2022/07/22,3835.52,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2145 under equipment warranty.
CLM-9145,EQ-5538,DISP-11890,,2021-08-21T00:00:00Z,4084.61,4084.61,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9139,EQ-5779,DISP-14179,,09/04/2022,3315.82,3315.82,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.  
CLM-9106,EQ-6175,DISP-14358,PRT-2104,08/20/2021,1987.01,1987.01,Approved,N/A,Claim for replacement part PRT-2104 under equipment warranty.
CLM-10161,EQ-6674,DISP-13934,PRT-2026,2023-08-12,325.39,NULL,Under Review,,Claim for replacement part PRT-2026 under equipment warranty.
CLM-9864,EQ-5591,DISP-11132,PRT-2035,07-17-2024,254.42,NULL,Under Review,,Claim for replacement part PRT-2035 under equipment warranty.
CLM-10191,EQ-6791,,PRT-2049,03/25/2024,1374.31,874.47,Approved,N/A,Claim for replacement part PRT-2049 under equipment warranty.
CLM-10008,EQ-5282,DISP-12189,PRT-2044,09/01/2021,898.92,NULL,Pending,,Claim for replacement part PRT-2044 under equipment warranty.
CLM-9989,EQ-5221,DISP-14409,,08/10/2024,2333.44,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9460,EQ-6448,,PRT-2099,08-04-2023,2865.05,0.0,Rejected,<b>Warranty expired prior to claim date</b>,  Claim for replacement part PRT-2099 under equipment warranty.  
CLM-9329,EQ-7006,DISP-10654,,2022-08-30,2747.49,2747.49,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9578,EQ-6499,,PRT-2063,2024-04-22T00:00:00Z,4276.18,4276.18,Approved,N/A,  Claim for replacement part PRT-2063 under equipment warranty.  
